"Evaluation","Journal","issnJournal","nameJournal","KnowledgeField","idKnowledgeField","nameKnowledgeField","yearEvaluation","yearIndex","Qualis","qualisIndex"
"Journal_0889-3241_KnowledgeField_10_YearEvaluation_2005_Qualis_A1","Journal_0889-3241","0889-3241","ACI Structural Journal","KnowledgeField_10",10,"ENGENHARIAS I","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0889-3241_KnowledgeField_45_YearEvaluation_2005_Qualis_B1","Journal_0889-3241","0889-3241","ACI Structural Journal","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1525-9293_KnowledgeField_14_YearEvaluation_2005_Qualis_B5","Journal_1525-9293","1525-9293","ACIS International Journal of Computer and Information Science","KnowledgeField_14",14,"ENGENHARIAS IV","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1525-9293_KnowledgeField_1_YearEvaluation_2005_Qualis_B4","Journal_1525-9293","1525-9293","ACIS International Journal of Computer and Information Science","KnowledgeField_1",1,"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0360-0300_KnowledgeField_2_YearEvaluation_2005_Qualis_A1","Journal_0360-0300","0360-0300","ACM Computing Surveys","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0360-0300_KnowledgeField_45_YearEvaluation_2005_Qualis_A1","Journal_0360-0300","0360-0300","ACM Computing Surveys","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0360-0300_KnowledgeField_1_YearEvaluation_2005_Qualis_B1","Journal_0360-0300","0360-0300","ACM Computing Surveys","KnowledgeField_1",1,"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0146-4833_KnowledgeField_2_YearEvaluation_2005_Qualis_B2","Journal_0146-4833","0146-4833","ACM SIGCOMM Computer Communication Review","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0146-4833_KnowledgeField_14_YearEvaluation_2005_Qualis_A2","Journal_0146-4833","0146-4833","ACM SIGCOMM Computer Communication Review","KnowledgeField_14",14,"ENGENHARIAS IV","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0097-8930_KnowledgeField_2_YearEvaluation_2005_Qualis_B1","Journal_0097-8930","0097-8930","ACM SIGGRAPH Computer Graphics","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0097-8930_KnowledgeField_14_YearEvaluation_2005_Qualis_A1","Journal_0097-8930","0097-8930","ACM SIGGRAPH Computer Graphics","KnowledgeField_14",14,"ENGENHARIAS IV","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_1931-0145_KnowledgeField_10_YearEvaluation_2005_Qualis_B3","Journal_1931-0145","1931-0145","ACM SIGKDD Explorations Newsletter","KnowledgeField_10",10,"ENGENHARIAS I","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0163-5999_KnowledgeField_2_YearEvaluation_2005_Qualis_B1","Journal_0163-5999","0163-5999","ACM SIGMETRICS Performance Evaluation Review","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0163-5808_KnowledgeField_2_YearEvaluation_2005_Qualis_A1","Journal_0163-5808","0163-5808","ACM SIGMOD Record","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0362-1340_KnowledgeField_2_YearEvaluation_2005_Qualis_A2","Journal_0362-1340","0362-1340","ACM SIGPLAN Notices","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0163-5948_KnowledgeField_2_YearEvaluation_2005_Qualis_C","Journal_0163-5948","0163-5948","ACM SIGSOFT Software Engineering Notes","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_C","C"
"Journal_0163-5948_KnowledgeField_14_YearEvaluation_2005_Qualis_B5","Journal_0163-5948","0163-5948","ACM SIGSOFT Software Engineering Notes","KnowledgeField_14",14,"ENGENHARIAS IV","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1549-6325_KnowledgeField_2_YearEvaluation_2005_Qualis_B2","Journal_1549-6325","1549-6325","ACM Transactions on Algorithms","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1544-3558_KnowledgeField_2_YearEvaluation_2005_Qualis_B2","Journal_1544-3558","1544-3558","ACM Transactions on Applied Perception","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1544-3558_KnowledgeField_6_YearEvaluation_2005_Qualis_B5","Journal_1544-3558","1544-3558","ACM Transactions on Applied Perception","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0734-2071_KnowledgeField_2_YearEvaluation_2005_Qualis_A1","Journal_0734-2071","0734-2071","ACM Transactions on Computer Systems","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0362-5915_KnowledgeField_2_YearEvaluation_2005_Qualis_A1","Journal_0362-5915","0362-5915","ACM Transactions on Database Systems","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_1084-4309_KnowledgeField_2_YearEvaluation_2005_Qualis_B1","Journal_1084-4309","1084-4309","ACM Transactions on Design Automation of Electronic Systems","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1084-4309_KnowledgeField_13_YearEvaluation_2005_Qualis_B1","Journal_1084-4309","1084-4309","ACM Transactions on Design Automation of Electronic Systems","KnowledgeField_13",13,"ENGENHARIAS III","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1084-4309_KnowledgeField_14_YearEvaluation_2005_Qualis_A2","Journal_1084-4309","1084-4309","ACM Transactions on Design Automation of Electronic Systems","KnowledgeField_14",14,"ENGENHARIAS IV","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1084-4309_KnowledgeField_1_YearEvaluation_2005_Qualis_B4","Journal_1084-4309","1084-4309","ACM Transactions on Design Automation of Electronic Systems","KnowledgeField_1",1,"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1539-9087_KnowledgeField_2_YearEvaluation_2005_Qualis_B1","Journal_1539-9087","1539-9087","ACM Transactions on Embedded Computing Systems","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1557-7368_KnowledgeField_2_YearEvaluation_2005_Qualis_A1","Journal_1557-7368","1557-7368","ACM Transactions on Graphics","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_1557-7368_KnowledgeField_1_YearEvaluation_2005_Qualis_B2","Journal_1557-7368","1557-7368","ACM Transactions on Graphics","KnowledgeField_1",1,"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1046-8188_KnowledgeField_2_YearEvaluation_2005_Qualis_A1","Journal_1046-8188","1046-8188","ACM Transactions on Information Systems","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_1046-8188_KnowledgeField_6_YearEvaluation_2005_Qualis_B1","Journal_1046-8188","1046-8188","ACM Transactions on Information Systems","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1046-8188_KnowledgeField_13_YearEvaluation_2005_Qualis_A1","Journal_1046-8188","1046-8188","ACM Transactions on Information Systems","KnowledgeField_13",13,"ENGENHARIAS III","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_1557-7295_KnowledgeField_2_YearEvaluation_2005_Qualis_A2","Journal_1557-7295","1557-7295","ACM Transactions on Mathematical Software","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1557-7295_KnowledgeField_14_YearEvaluation_2005_Qualis_A1","Journal_1557-7295","1557-7295","ACM Transactions on Mathematical Software","KnowledgeField_14",14,"ENGENHARIAS IV","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_1557-7295_KnowledgeField_45_YearEvaluation_2005_Qualis_A2","Journal_1557-7295","1557-7295","ACM Transactions on Mathematical Software","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1557-7295_KnowledgeField_1_YearEvaluation_2005_Qualis_A1","Journal_1557-7295","1557-7295","ACM Transactions on Mathematical Software","KnowledgeField_1",1,"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0164-0925_KnowledgeField_2_YearEvaluation_2005_Qualis_A2","Journal_0164-0925","0164-0925","ACM Transactions on Programming Languages and Systems","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1557-7392_KnowledgeField_2_YearEvaluation_2005_Qualis_A1","Journal_1557-7392","1557-7392","ACM Transactions on Software Engineering and Methodology","KnowledgeField_2",2,"CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_1980-7686_KnowledgeField_38_YearEvaluation_2005_Qualis_B2","Journal_1980-7686","1980-7686","Acolhendo a Alfabetização nos Países de Língua Portuguesa","KnowledgeField_38",38,"EDUCAÇÃO","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1980-7686_KnowledgeField_45_YearEvaluation_2005_Qualis_B2","Journal_1980-7686","1980-7686","Acolhendo a Alfabetização nos Países de Língua Portuguesa","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0270-5117_KnowledgeField_14_YearEvaluation_2005_Qualis_C","Journal_0270-5117","0270-5117","Acoustical Imaging","KnowledgeField_14",14,"ENGENHARIAS IV","YearEvaluation_2005",2005,"Qualis_C","C"
"Journal_1347-5177_KnowledgeField_12_YearEvaluation_2005_Qualis_B3","Journal_1347-5177","1347-5177","Acoustical Science and Technology","KnowledgeField_12",12,"ENGENHARIAS II","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1347-5177_KnowledgeField_47_YearEvaluation_2005_Qualis_B3","Journal_1347-5177","1347-5177","Acoustical Science and Technology","KnowledgeField_47",47,"MATERIAIS","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0308-437X_KnowledgeField_998_YearEvaluation_2005_Qualis_B5","Journal_0308-437X","0308-437X","Acoustics Bulletin","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1529-7853_KnowledgeField_1_YearEvaluation_2005_Qualis_B1","Journal_1529-7853","1529-7853","Acoustics Research Letters Online","KnowledgeField_1",1,"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1056-8751_KnowledgeField_22_YearEvaluation_2005_Qualis_B2","Journal_1056-8751","1056-8751","ACP Journal Club","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1585-1923_KnowledgeField_41_YearEvaluation_2005_Qualis_B2","Journal_1585-1923","1585-1923","Across Languages and Cultures","KnowledgeField_41",41,"LETRAS / LINGUÍSTICA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0065-7727_KnowledgeField_4_YearEvaluation_2005_Qualis_C","Journal_0065-7727","0065-7727","ACS National Meeting Book of Abstracts","KnowledgeField_4",4,"QUÍMICA","YearEvaluation_2005",2005,"Qualis_C","C"
"Journal_1331-7768_KnowledgeField_42_YearEvaluation_2005_Qualis_B5","Journal_1331-7768","1331-7768","ACS. Agriculturae conspectus scintificus (Tisak)","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1610-1928_KnowledgeField_13_YearEvaluation_2005_Qualis_B1","Journal_1610-1928","1610-1928","Acta Acustica united with Acustica","KnowledgeField_13",13,"ENGENHARIAS III","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1610-1928_KnowledgeField_14_YearEvaluation_2005_Qualis_A2","Journal_1610-1928","1610-1928","Acta Acustica united with Acustica","KnowledgeField_14",14,"ENGENHARIAS IV","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1610-1928_KnowledgeField_45_YearEvaluation_2005_Qualis_A2","Journal_1610-1928","1610-1928","Acta Acustica united with Acustica","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0001-5113_KnowledgeField_6_YearEvaluation_2005_Qualis_B5","Journal_0001-5113","0001-5113","Acta Adriatica","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0001-5113_KnowledgeField_998_YearEvaluation_2005_Qualis_B5","Journal_0001-5113","0001-5113","Acta Adriatica","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0354-9542_KnowledgeField_38_YearEvaluation_2005_Qualis_C","Journal_0354-9542","0354-9542","Acta Agriculturae Serbica","KnowledgeField_38",38,"EDUCAÇÃO","YearEvaluation_2005",2005,"Qualis_C","C"
"Journal_0139-3006_KnowledgeField_48_YearEvaluation_2005_Qualis_B4","Journal_0139-3006","0139-3006","Acta Alimentaria","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0139-3006_KnowledgeField_25_YearEvaluation_2005_Qualis_B2","Journal_0139-3006","0139-3006","Acta Alimentaria","KnowledgeField_25",25,"CIÊNCIA DE ALIMENTOS","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0139-3006_KnowledgeField_12_YearEvaluation_2005_Qualis_B2","Journal_0139-3006","0139-3006","Acta Alimentaria","KnowledgeField_12",12,"ENGENHARIAS II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0139-3006_KnowledgeField_19_YearEvaluation_2005_Qualis_B3","Journal_0139-3006","0139-3006","Acta Alimentaria","KnowledgeField_19",19,"FARMÁCIA","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0044-5967_KnowledgeField_48_YearEvaluation_2005_Qualis_B4","Journal_0044-5967","0044-5967","Acta Amazonica","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0044-5967_KnowledgeField_25_YearEvaluation_2005_Qualis_B3","Journal_0044-5967","0044-5967","Acta Amazonica","KnowledgeField_25",25,"CIÊNCIA DE ALIMENTOS","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0044-5967_KnowledgeField_42_YearEvaluation_2005_Qualis_B2","Journal_0044-5967","0044-5967","Acta Amazonica","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0044-5967_KnowledgeField_6_YearEvaluation_2005_Qualis_B4","Journal_0044-5967","0044-5967","Acta Amazonica","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0044-5967_KnowledgeField_9_YearEvaluation_2005_Qualis_B5","Journal_0044-5967","0044-5967","Acta Amazonica","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0044-5967_KnowledgeField_26_YearEvaluation_2005_Qualis_B4","Journal_0044-5967","0044-5967","Acta Amazonica","KnowledgeField_26",26,"DIREITO","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0044-5967_KnowledgeField_998_YearEvaluation_2005_Qualis_B3","Journal_0044-5967","0044-5967","Acta Amazonica","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0044-5967_KnowledgeField_10_YearEvaluation_2005_Qualis_B3","Journal_0044-5967","0044-5967","Acta Amazonica","KnowledgeField_10",10,"ENGENHARIAS I","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0044-5967_KnowledgeField_12_YearEvaluation_2005_Qualis_B2","Journal_0044-5967","0044-5967","Acta Amazonica","KnowledgeField_12",12,"ENGENHARIAS II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0044-5967_KnowledgeField_13_YearEvaluation_2005_Qualis_B3","Journal_0044-5967","0044-5967","Acta Amazonica","KnowledgeField_13",13,"ENGENHARIAS III","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0044-5967_KnowledgeField_5_YearEvaluation_2005_Qualis_B2","Journal_0044-5967","0044-5967","Acta Amazonica","KnowledgeField_5",5,"GEOCIÊNCIAS","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0044-5967_KnowledgeField_36_YearEvaluation_2005_Qualis_B1","Journal_0044-5967","0044-5967","Acta Amazonica","KnowledgeField_36",36,"GEOGRAFIA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0044-5967_KnowledgeField_45_YearEvaluation_2005_Qualis_B1","Journal_0044-5967","0044-5967","Acta Amazonica","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0044-5967_KnowledgeField_16_YearEvaluation_2005_Qualis_B3","Journal_0044-5967","0044-5967","Acta Amazonica","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0044-5967_KnowledgeField_4_YearEvaluation_2005_Qualis_B3","Journal_0044-5967","0044-5967","Acta Amazonica","KnowledgeField_4",4,"QUÍMICA","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0044-5967_KnowledgeField_22_YearEvaluation_2005_Qualis_B4","Journal_0044-5967","0044-5967","Acta Amazonica","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0044-5967_KnowledgeField_23_YearEvaluation_2005_Qualis_B2","Journal_0044-5967","0044-5967","Acta Amazonica","KnowledgeField_23",23,"ZOOTECNIA / RECURSOS PESQUEIROS","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1677-7298_KnowledgeField_42_YearEvaluation_2005_Qualis_B5","Journal_1677-7298","1677-7298","Acta Ambiental Catarinense","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1677-7298_KnowledgeField_6_YearEvaluation_2005_Qualis_B5","Journal_1677-7298","1677-7298","Acta Ambiental Catarinense","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1677-7298_KnowledgeField_12_YearEvaluation_2005_Qualis_B3","Journal_1677-7298","1677-7298","Acta Ambiental Catarinense","KnowledgeField_12",12,"ENGENHARIAS II","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1677-7298_KnowledgeField_45_YearEvaluation_2005_Qualis_B3","Journal_1677-7298","1677-7298","Acta Ambiental Catarinense","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1399-6576_KnowledgeField_8_YearEvaluation_2005_Qualis_B2","Journal_1399-6576","1399-6576","Acta Anaesthesiologica Scandinavica","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1399-6576_KnowledgeField_15_YearEvaluation_2005_Qualis_B1","Journal_1399-6576","1399-6576","Acta Anaesthesiologica Scandinavica","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1399-6576_KnowledgeField_17_YearEvaluation_2005_Qualis_B1","Journal_1399-6576","1399-6576","Acta Anaesthesiologica Scandinavica","KnowledgeField_17",17,"MEDICINA III","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0353-5150_KnowledgeField_12_YearEvaluation_2005_Qualis_B5","Journal_0353-5150","0353-5150","Acta Analytica","KnowledgeField_12",12,"ENGENHARIAS II","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0353-5150_KnowledgeField_33_YearEvaluation_2005_Qualis_B1","Journal_0353-5150","0353-5150","Acta Analytica","KnowledgeField_33",33,"FILOSOFIA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1234-950X_KnowledgeField_15_YearEvaluation_2005_Qualis_B5","Journal_1234-950X","1234-950X","Acta Angiologica","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1572-9036_KnowledgeField_45_YearEvaluation_2005_Qualis_A2","Journal_1572-9036","1572-9036","Acta Applicandae Mathematicae","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1572-9036_KnowledgeField_1_YearEvaluation_2005_Qualis_B2","Journal_1572-9036","1572-9036","Acta Applicandae Mathematicae","KnowledgeField_1",1,"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1730-6264_KnowledgeField_1_YearEvaluation_2005_Qualis_B1","Journal_1730-6264","1730-6264","Acta Arithmetica","KnowledgeField_1",1,"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0094-5765_KnowledgeField_12_YearEvaluation_2005_Qualis_B2","Journal_0094-5765","0094-5765","Acta Astronautica","KnowledgeField_12",12,"ENGENHARIAS II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0094-5765_KnowledgeField_13_YearEvaluation_2005_Qualis_B1","Journal_0094-5765","0094-5765","Acta Astronautica","KnowledgeField_13",13,"ENGENHARIAS III","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0094-5765_KnowledgeField_14_YearEvaluation_2005_Qualis_B2","Journal_0094-5765","0094-5765","Acta Astronautica","KnowledgeField_14",14,"ENGENHARIAS IV","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0094-5765_KnowledgeField_5_YearEvaluation_2005_Qualis_B3","Journal_0094-5765","0094-5765","Acta Astronautica","KnowledgeField_5",5,"GEOCIÊNCIAS","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0094-5765_KnowledgeField_45_YearEvaluation_2005_Qualis_B1","Journal_0094-5765","0094-5765","Acta Astronautica","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0103-555X_KnowledgeField_16_YearEvaluation_2005_Qualis_C","Journal_0103-555X","0103-555X","Acta AWHO","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_C","C"
"Journal_0103-555X_KnowledgeField_17_YearEvaluation_2005_Qualis_C","Journal_0103-555X","0103-555X","Acta AWHO","KnowledgeField_17",17,"MEDICINA III","YearEvaluation_2005",2005,"Qualis_C","C"
